Unnamed: 0.1,Unnamed: 0,name,type,industry,monitization,selling_method,site_age_in_years,net_profit_in_dollar_per_month,price_in_dollars
592,592,fashionwhy.com,Content,Design and Style,Affiliate Sales,Site Age,1,Asking Price,109
593,593,FullTasty.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Starting Price,99
594,594,"DELICIOUS CUT | FOOD,RECIPES,HOME COOK BLOG FOR SALE",Content,Food and Drink,Affiliate Sales,Site Age,1,12 days left,5
595,595,EasyParentingAdvice.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Starting Price,85
596,596,paradisepiercings.com,Content,Design and Style,Ads,Site Age,2,Starting Price,398
597,597,CelebrityDispatch.com,Content,Entertainment,Affiliate Sales,Site Age,1,Starting Price,99
598,598,MyAgileDogs.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,117
599,599,beautyofsoul.com,Content,General Knowledge,,Site Age,5,Asking price,7900
600,600,CASINOS.md Blog. Not monetized.,Content,Hobbies and Games,Ads,Site Age,1,Sold,250
601,601,ITS WELLNESS PATH | HEALTH & WELLNESS,Content,Lifestyle,Affiliate Sales,Site Age,1,Sold,199
602,602,CookingAmbitions.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,99
603,603,YourFitnessDream.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,99
604,604,tudou.co.uk,Content,Design and Style,,Site Age,8,Asking price,4000
605,605,FarmingAbout.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Sold,700
606,606,2022 CLEARANCE | EssentialFamilyWellness.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Sold,200
607,607,mostgarden.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Starting Price,127
608,608,AboutMyFish.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,800
609,609,AntiAgingPaths.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,148
610,610,greenandgardening.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Sold,169
611,611,Echo Deco,Content,Design and Style,Ads,Site Age,5,Asking price,4688
612,612,Accurate authors,Content,Education,Service Subscription,Site Age,3,Asking Price,1800
613,613,mindscontrol.com,Content,Lifestyle,,Site Age,2,Asking price,8000
614,614,MuscleDominationTips.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,158
615,615,CryptoNewsCrash.com,Content,General Knowledge,Affiliate Sales,Site Age,1,Asking price,100
616,616,Auto Spod,Content,Automotive,Affiliate Sales,Site Age,1,Sold,350
617,617,AUTUMN FLASH SALE | TravelIntentionally.com,Content,Travel,Affiliate Sales,Site Age,1,Sold,179
618,618,InvestingRealEstates.com - Real Estate Investing Guide & Tips,Content,Business,Affiliate Sales,Site Age,1,Starting Price,99
619,619,WeightlossDesire.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,99
620,620,thebelovedtravel.com,Content,Travel,Affiliate Sales,Site Age,1,Sold,299
621,621,4ktablets,Content,Electronics,Affiliate Sales,Site Age,1,Asking price,4000
622,622,gamersfacts.com,Content,Hobbies and Games,,Site Age,1,Sold,100
623,623,ecobou.com,Content,Lifestyle,,Site Age,2,Asking price,5000
624,624,gamblinglike.com,Content,Hobbies and Games,Affiliate Sales,Site Age,1,Starting Price,127
625,625,shavesupplies.com,Content,Health and Beauty,,Site Age,2,Asking price,5500
626,626,underneathskincare.net,Content,Lifestyle,,Site Age,2,Asking price,2500
627,627,Football Answers,Content,Sports and Outdoor,Ads,Site Age,1,Sold,110
628,628,meateurope.com,Content,Travel,Affiliate Sales,Site Age,1,Sold,150
629,629,Better You Tomorrow,Content,Business,Affiliate Sales,Site Age,1,Sold,399
630,630,fansportnews.com,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Starting Price,109
631,631,"Plan, Write, GO",Content,Business,Service Subscription,Site Age,2,Sold,4000
632,632,OutdoorGrills.info,Content,Sports and Outdoor,,Site Age,2,Asking price,89
633,633,LIMITED TIME OFFER | EasyCapsuleWardrobe.com,Content,Lifestyle,Affiliate Sales,Site Age,2,Asking price,599
634,634,Cobra Brothers,Content,Entertainment,Affiliate Sales,Site Age,1,Starting Price,4000
635,635,tastytrainer.com,Content,Health and Beauty,Affiliate Sales,Site Age,6,Asking price,1250
636,636,emicalculator.io,Content,Business,,Site Age,2,Asking price,10000
637,637,QuietLifeTime.com | MINDFULL-WELLNESS SITE | LAST CALL,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,220
638,638,al-arabic-songs.top,Content,Entertainment,,Site Age,5,Asking price,1
639,639,GlamourPeeks | Beauty-Skin Care Blog ON SALE For 199$,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,199
640,640,JobsPositions.com,Content,Business,Affiliate Sales,Site Age,1,Starting Price,1
641,641,jobstricks.com,Content,Business,,Site Age,1,Sold,115
642,642,Photography Bae,Content,Design and Style,Ads,Site Age,1,Asking Price,1
643,643,I am selling a bundle of sites I call the Crypto Currency Bundle of 3 sites,Content,Internet,Affiliate Sales,Site Age,1, USD $-100 p/mo,1000
644,644,musclesexercise.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,350
645,645,GolfMasterPros.com,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Starting Price,75
646,646,Tasty Food Recipe,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,140
647,647,All NFT Space,Content,General Knowledge,Affiliate Sales,Site Age,1,Starting Price,500
648,648,BreweryFancier.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,99
649,649,QuickRealEstateTips.com,Content,Business,Affiliate Sales,Site Age,1,Starting Price,85
650,650,CoolJuicing.com,Content,Health and Beauty,,Site Age,1,Sold,197
651,651,netnftnews.com,Content,Internet,Affiliate Sales,Site Age,1,Starting Price,109
652,652,"promoxic.com - Coupon site with 12000 stores,12000 coupons, amazon products",Content,Internet,Affiliate Sales,Site Age,1,Asking price,549
653,653,24LogoDesign.com,Content,Internet,,Site Age,2,Asking price,99
654,654,creditwhen.com,Content,Business,Affiliate Sales,Site Age,1,Starting Price,127
655,655,purecbd.solutions,Content,Health and Beauty,,Site Age,2,Asking price,1500
656,656,cuzitslife.com,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Asking Price,100
657,657,MentorWealthy.com,Content,Business,Affiliate Sales,Site Age,1,Asking price,99
658,658,Aged website in Sports niche as a starter site,Content,Sports and Outdoor,Affiliate Sales,Site Age,5,Starting Price,500
659,659,UnfoundBeauty.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Starting Price,99
660,660,NationalFirearmsAct.com (NFA) Includes Website and .COM / .NET / .ORG Domains,Content,Sports and Outdoor,Ads,Site Age,3,Starting Price,100
661,661,healthtact.com,Blog,Health and Beauty,,Site Age,2,Asking price,20000
662,662,BestPrinters.info,Content,Electronics,,Site Age,2,Asking price,59
663,663,sportsnewsfacts.com,Content,Sports and Outdoor,,Site Age,1,Sold,99
664,664,Top Choice Dog,Content,Internet,Affiliate Sales,Site Age,3,Asking price,500
665,665,TechNewsClick.com,Content,Electronics,Affiliate Sales,Site Age,1,Asking price,99
666,666,BrainwavePlus.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,7 days left,65
667,667,BestKitchenTools.info,Content,Home and Garden,,Site Age,2,Asking price,89
668,668,kitchenstrategist.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,5000
669,669,MineTrips.com,Content,Travel,Affiliate Sales,Site Age,1,Sold,127
670,670,HEALTH & WELLNESS | SeasonalHealthAndLiving.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Sold,299
671,671,cryptonyz.com - Auto Pilot Video Site with crypto news for sale - Money making machine,Content,Business,Affiliate Sales,Site Age,1,Asking price,249
672,672,mistercybersecurity.com,Content,Internet,Affiliate Sales,Site Age,1,Starting Price,127
673,673,2022 CLEARANCE | EatMoreMindfully.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Asking price,197
674,674,Shop Market Splash,Content,Business,Affiliate Sales,Site Age,1,Sold,135
675,675,HomeBaristaRecipes.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,149
676,676,inafamaolekyouth.org,Content,Travel,Ads,Site Age,1,Starting Price,498
677,677,Legal Steroids Bodybuilding,Content,Health and Beauty,Affiliate Sales,Site Age,6,Asking price,8000
678,678,nixthesuit.com,Content,Business,,Site Age,2,Asking price,5000
679,679,NutrientSynergy.com,Content,Food and Drink,Ads,Site Age,1,Starting Price,200
680,680,Limosophy.com,Content,Business,Affiliate Sales,Site Age,1,Starting Price,559
681,681,Hay Travels,Content,Travel,,Site Age,1,Sold,147
682,682,Best Kettles USA,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,500
683,683,goodhealththaimassage.com,Content,Health and Beauty,,Site Age,5,Asking price,400
684,684,DietPathways.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,3 days left,60
685,685,urlshrt.com,Content,Internet,,Site Age,1,Sold,90
686,686,oreostation.com,Content,Entertainment,Ads,Site Age,1,Sold,200
687,687,Healthy Exercise,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,140
688,688,takemoremoney.com,Content,Business,Affiliate Sales,Site Age,1,Sold,149
689,689,FinanceHubIdeas.com,Content,Business,Affiliate Sales,Site Age,1,Starting Price,98
690,690,cryptoupon.com,Content,Internet,Affiliate Sales,Site Age,1,Starting Price,109
691,691,Scorpio Source,Content,Entertainment,Affiliate Sales,Site Age,1,Asking price,197
692,692,cinenia.com,Content,Entertainment,Ads,Site Age,1,Sold,130
693,693,EverythingCoffeeFlour.com,Content,Food and Drink,Affiliate Sales,Site Age,6, USD $-1 p/mo,1000
694,694,2022 CLEARANCE | NourishYourGarden.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Sold,197
695,695,GiftDeals.info,Content,Home and Garden,,Site Age,2,Asking price,89
696,696,gamingbe.com,Content,Hobbies and Games,Affiliate Sales,Site Age,1,Starting Price,109
697,697,SelfLoveAndLife | Self-Mental Care Blog,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,219
698,698,foodcookhealthy.com,Content,Food and Drink,Affiliate Sales,Site Age,2,Asking price,1500
699,699,TheSEOSkill.com,Content,Internet,Affiliate Sales,Site Age,1,Asking price,250
700,700,funnyjokes.net,Content,Entertainment,,Site Age,2,Asking price,2500
701,701,zoolindo.com,Content,Business,,Site Age,3,Asking price,5000
702,702,bestfitguide.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,150
703,703,BestOfOrganic.xyz,Content,Food and Drink,,Site Age,2,Asking price,59
704,704,checkdns.live,SaaS,Internet,Affiliate Sales,Site Age,1,Sold,150
705,705,TheBark.info,Content,Home and Garden,,Site Age,2,Asking price,89
706,706,bitcoinyz.com is a 100% automatic site with video bitcoin news. With such a site you can earn tens of thousands of dollars if you do smart marketing.,Content,Business,Affiliate Sales,Site Age,1,Asking price,219
707,707,SewingBro.com,Content,Home and Garden,Ads,Site Age,1,Asking Price,450
708,708,recipesis.com - Auto Pilot Video Site with video recipes & food for sale - Money making machine!,Content,Food and Drink,Affiliate Sales,Site Age,1,Asking price,210
709,709,fashion.com.vc,Content,Design and Style,,Site Age,1,Asking price,995
710,710,LIMITED TIME OFFER | GrowFoodForAYear.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,599
711,711,Academia lion,Content,Education,Service Subscription,Site Age,2,Asking Price,1800
712,712,NewsLatest.site,Content,General Knowledge,,Site Age,2,Asking price,89
713,713,Vigeeks,Content,General Knowledge,Affiliate Sales,Site Age,3,Asking price,2500
714,714,speaker-news.info,Content,Entertainment,,Site Age,1,Asking price,8000
715,715,MakeMoney101.xyz,Content,Business,,Site Age,2,Asking price,75
716,716,HealthyRemedies.xyz,Content,Health and Beauty,,Site Age,2,Asking price,75
717,717,seascooterfun.com,Content,Sports and Outdoor,,Site Age,2,Asking price,399
718,718,Snowbomb.com,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Asking price,3000
719,719,sports.com.vc,Content,Sports and Outdoor,,Site Age,1,Asking price,1940
720,720,OrganicToday.co,Content,Food and Drink,,Site Age,2,Asking price,70
721,721,Tourspiration,Content,Travel,Affiliate Sales,Site Age,2,Asking price,5000
722,722,petscaremart.com,Content,Home and Garden,,Site Age,2,Asking price,2499
723,723,culturebe.com,Content,General Knowledge,Affiliate Sales,Site Age,1,Starting Price,109
724,724,Beauty Totally,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,1
725,725,musyg.com - Auto Pilot Video Site with music news for sale - Money making machine!,Content,Entertainment,Affiliate Sales,Site Age,1,Asking price,259
726,726,strongpersonalfinance.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Sold,209
727,727,carnieandtheherb.com,Content,Food and Drink,,Site Age,5,Asking price,3000
728,728,droneproskills.com,Content,Electronics,,Site Age,4,Asking price,2500
729,729,Beyond our beliefs,Content,Lifestyle,Affiliate Sales,Site Age,1,Asking Price,10
730,730,GardeningTipsForYou.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Starting Price,99
731,731,dietsforall.com,Content,Health and Beauty,,Site Age,3,Asking price,6000
732,732,leggingssport.com,Content,Business,,Site Age,4,Asking price,400
733,733,securityask.com,Content,Internet,Affiliate Sales,Site Age,1,Starting Price,109
734,734,SurvivalBestTips.com,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Asking Price,99
735,735,iviralnews.com,Content,General Knowledge,,Site Age,1,Sold,99
736,736,fitnessequipmentsite.com,Content,Health and Beauty,,Site Age,3,Asking price,8000
737,737,travelzyx.com - Auto Pilot Video Site with travel news for sale - Money making machine,Content,Travel,Affiliate Sales,Site Age,1,Asking price,249
738,738,KneesCentral.com,Content,Health and Beauty,Affiliate Sales,Site Age,1, USD $-99 p/mo,2000
739,739,marasiil.com,Content,General Knowledge,Ads,Site Age,1,Asking price,550
740,740,Fitness and Stretching,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,128
741,741,techticc.com,Content,Electronics,,Site Age,2,Asking price,150
742,742,MediterraneanDiets.co,Content,Food and Drink,,Site Age,2,Asking price,70
743,743,refurbishedcomputers.us,Content,Electronics,,Site Age,2,Asking price,300
744,744,Our Keto Site,Content,Health and Beauty,Affiliate Sales,Site Age,2,Asking price,750
745,745,Selfcarecraze,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,1200
746,746,WeddingDJCentral.com,Content,Entertainment,Affiliate Sales,Site Age,3,Asking price,3400
747,747,cars.gq,Blog,Automotive,,Site Age,3,Asking price,15000
748,748,free-startups.com,Content,Business,,Site Age,2,Asking price,5000
749,749,lifewithalcoholics.com,Content,Lifestyle,Ads,Site Age,1,Asking price,547
750,750,footballtraining.com,Content,Sports and Outdoor,,Site Age,5,Asking price,7000
751,751,swap.cards,Content,Business,,Site Age,2,Asking price,3999
752,752,thefuturefeed.com,Content,General Knowledge,,Site Age,3,Asking price,2500
753,753,balkongames.com,Content,Hobbies and Games,Ads,Site Age,1,Starting Price,398
754,754,CONFIDENTIAL,Content,Internet,,Site Age,4,Asking price,8000
755,755,BigManGrill.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,800
756,756,drjoexplains.com,Content,Health and Beauty,,Site Age,7,Asking price,1500
757,757,HEALTH & WELLNESS | ThePlantBasedBae.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Sold,150
758,758,YourBeautyTrend.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,99
759,759,Alcohol Rehab Savannah Georgia Website,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking Price,2000
760,760,nft-yz.com - Auto Pilot Video Site with NFT news for sale - Money making machine,Content,Business,Affiliate Sales,Site Age,1,Asking price,219
761,761,guideto30.com,Content,Lifestyle,,Site Age,5,Asking price,850
762,762,Rentbikenyc.net,Content,Sports and Outdoor,Affiliate Sales,Site Age,3,Asking Price,200
763,763,the-streets.co.uk,Content,Design and Style,,Site Age,1,Asking price,8000
764,764,twenty3.biz,Content,Sports and Outdoor,,Site Age,4,Asking price,550
765,765,cutestatus.in,Content,Entertainment,,Site Age,3,Asking price,600
766,766,FiggerOut,Service,Business,Affiliate Sales,Site Age,1,Asking price,5
767,767,Gun Holster,Content,General Knowledge,Affiliate Sales,Site Age,1,Asking price,8000
768,768,cannabisjoin.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Starting Price,109
769,769,BestReviewed.info,Content,Home and Garden,,Site Age,2,Asking price,89
770,770,climatewell.org,Content,General Knowledge,,Site Age,4,Asking price,3000
771,771,Internet Make Money Online Courses,Content,Education,Ads,Site Age,4,Asking price,250
772,772,coronavirusepicenter.com,Content,Health and Beauty,,Site Age,2,Asking price,99
773,773,barkplanet.org,Content,Home and Garden,,Site Age,2,Asking price,3000
774,774,allbeautytips24.com,Content,Health and Beauty,Ads,Site Age,3,Asking price,195
775,775,esltech.org,Content,Internet,Affiliate Sales,Site Age,1,Sold,700
776,776,themeboo.com,Content,Business,,Site Age,3,Asking price,499
777,777,traveltotable.com,Content,Travel,,Site Age,2,Asking price,3000
778,778,Social Proof,Content,Internet,Affiliate Sales,Site Age,1,Sold,25
779,779,suppwow.com,Content,Health and Beauty,,Site Age,2,Asking price,1600
780,780,TradeDime.com,Content,Business,Ads,Site Age,1, USD $-12 p/mo,400
781,781,Chainpunks.com - Network of 10+ Crypto News Sites,Content,Business,Ads,Site Age,1,Asking Price,1
782,782,SeoGuides.xyz,Content,Internet,,Site Age,2,Asking price,69
783,783,OffGridInsider.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Starting Price,40
784,784,2022 CLEARANCE | MentalPhysicalWellbeing.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Sold,200
785,785,allmakemoneytips.com,Content,Internet,Ads,Site Age,1,Sold,289
786,786,foundenist.com,Content,Business,,Site Age,3,Asking price,1900
787,787,AllAboutOffGrid.com,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking Price,40
788,788,Protein365.com,Content,Health and Beauty,Affiliate Sales,Site Age,2,Starting Price,1
789,789,worldhealthytraveltips.com,Content,Travel,Ads,Site Age,1,Asking price,149
790,790,The Hamilton Hotel,Content,Travel,Affiliate Sales,Site Age,2,Starting Price,499
791,791,insightshots.com,Content,General Knowledge,,Site Age,3,Asking price,2500
792,792,Website Flipping for Profit,Content,Internet,Affiliate Sales,Site Age,1,Sold,550
793,793,How Celebs Met,Content,Lifestyle,Ads,Site Age,2,Asking price,7500
794,794,Tai Lopez Social Media Marketing Agency,Content,Education,Affiliate Sales,Site Age,1,Asking Price,20
795,795,Your Lovely Self,Content,Health and Beauty,Ads,Site Age,1,Asking price,7000
796,796,Travelwayfarer,Content,Travel,Affiliate Sales,Site Age,1,Asking price,100
797,797,FitnessCare.info,Content,Health and Beauty,,Site Age,2,Asking price,70
798,798,healthyhealthinfo.com,Content,Health and Beauty,Ads,Site Age,1,Asking price,199
799,799,HealthCureLife.com,Content,Health and Beauty,,Site Age,1,Asking price,2500
800,800,allcovidinfo.com,Content,General Knowledge,,Site Age,2,Asking price,2410
801,801,topicsmore.com,Content,Business,,Site Age,1,Asking price,4000
802,802,bullbearcircus.com,Content,Business,Affiliate Sales,Site Age,2,Asking price,1500
803,803,indinode.me,Content,Internet,,Site Age,4,Asking price,20000
804,804,Organic&Natural Living,Content,Lifestyle,Affiliate Sales,Site Age,2,Asking price,700
805,805,Engagement Photo Poses,Content,Lifestyle,Affiliate Sales,Site Age,1,Asking Price,700
806,806,mybip.com,Blog,Internet,,Site Age,2,Asking price,35000
807,807,cornersbakery.com,Content,Food and Drink,,Site Age,2,Asking price,60000
808,808,Marvelmasters.com,Content,Entertainment,Affiliate Sales,Site Age,1,Starting Price,7425
809,809,sportmylife.com,Content,Health and Beauty,Affiliate Sales,Site Age,1,Asking price,390
810,810,harmonyfirst.org,Content,Lifestyle,,Site Age,2,Asking price,1000
811,811,EatTravelThink.com,Content,Travel,,Site Age,1,Asking price,295
812,812,AsiaTravelAround.com,Content,Travel,Affiliate Sales,Site Age,1,Asking Price,99
813,813,www.Inspiredtogolf.com,Content,Sports and Outdoor,Ads,Site Age,1,Starting Price,1
814,814,Corporate Mum Life,Content,Lifestyle,Affiliate Sales,Site Age,1,Asking Price,100
815,815,covid19tips.org,Content,Health and Beauty,,Site Age,2,Asking price,1500
816,816,ESPNcricinfo.ae,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Starting Price,1000
817,817,archwellfoundation.co.uk,Content,Entertainment,,Site Age,2,Asking price,20000
818,818,hardseltzerguide.com,Content,Food and Drink,,Site Age,2,Asking price,7000
819,819,nftsyz.com - Auto Pilot Video Site with NFT news for sale - Money making machine,Content,Business,Affiliate Sales,Site Age,1, USD $-50 p/mo,239
820,820,20sos.co.uk,Content,Lifestyle,,Site Age,2,Asking price,3000
821,821,The Items Review,Content,Home and Garden,Affiliate Sales,Site Age,2,Asking price,2500
822,822,freedomclippers.com,Content,Health and Beauty,,Site Age,2,Asking price,1000
823,823,blackbeautyblogs.com,Content,Health and Beauty,,Site Age,2,Asking price,8000
824,824,cryponder.com,Content,General Knowledge,,Site Age,1,Asking price,7000
825,825,Follow Tips Org,Content,Internet,Ads,Site Age,1,Starting Price,200
826,826,thehowtomakekombutcha.com,Content,Food and Drink,,Site Age,4,Asking price,2500
827,827,Abudhabiwatchclub.com,Content,Design and Style,Ads,Site Age,1,Asking Price,50
828,828,Bowling Ball Game,Content,Sports and Outdoor,Affiliate Sales,Site Age,1,Starting Price,30
829,829,vexful.com,Content,Sports and Outdoor,,Site Age,3,Asking price,6000
830,830,Recipeinfoguide.com,Content,Food and Drink,Affiliate Sales,Site Age,1,Starting Price,99
831,831,eyeballinblog.com,Content,Lifestyle,,Site Age,1,Asking price,2900
832,832,"Vanity Stories, LLC",Content,Health and Beauty,Affiliate Sales,Site Age,1, USD $-100 p/mo,8000
833,833,soldion-line.com,Content,Business,,Site Age,2,Asking price,8000
834,834,doggem.org,Content,General Knowledge,,Site Age,2,Asking price,6000
835,835,bolly4u.monster,Content,Entertainment,,Site Age,4,Asking price,1250
836,836,trusted-whispers.com,Content,General Knowledge,,Site Age,3,Asking price,4000
837,837,Build a Better Twitch/Youtube/TikTok Stream,Content,Internet,Affiliate Sales,Site Age,5,Starting Price,175
838,838,ruffroads.com,Content,Travel,,Site Age,2,Asking price,2500
839,839,energywld.com,Content,General Knowledge,,Site Age,2,Asking price,2850
840,840,sunrisenow.net,Blog,Education,,Site Age,3,Asking price,3500
841,841,thebestdressedmanintheroom.com,Content,,,Site Age,7,Asking price,1
842,842,bananaproject.org,Content,Lifestyle,,Site Age,1,Asking price,3000
843,843,bypto.com,Content,Internet,,Site Age,2,Asking price,5000
844,844,bookbod.com,Content,Entertainment,,Site Age,3,Asking price,200
845,845,francofollie.com,Content,Education,,Site Age,2,Asking price,350
846,846,This is a perfect website for affiliate marketing and blogging,Content,Business,Affiliate Sales,Site Age,1,Asking price,1
847,847,shopassist.digital,Blog,Lifestyle,,Site Age,3,Asking price,30000
848,848,Wtgif.com,Content,Entertainment,Affiliate Sales,Site Age,1,Starting Price,2500
849,849,botsneaks.com,Content,Design and Style,,Site Age,1,Asking price,2500
850,850,postudion.com,Content,Internet,Affiliate Sales,Site Age,1,Asking price,250
851,851,pixey fashion,Content,Lifestyle,Affiliate Sales,Site Age,1,Asking price,2500
852,852,dezirezfulfilled.in,Content,Entertainment,,Site Age,2,Asking price,5000
853,853,NFT Newbie,Content,General Knowledge,Affiliate Sales,Site Age,1, USD $-2 p/mo,350
854,854,thefabdigest.com,Content,Lifestyle,,Site Age,3,Asking price,5000
855,855,bestgolferzone.com,Content,Sports and Outdoor,,Site Age,4,Asking price,1200
856,856,bloggingoffice.com,Content,Business,,Site Age,2,Asking price,8000
857,857,Health From Kitchen,Content,Health and Beauty,Affiliate Sales,Site Age,1,Starting Price,179
858,858,lifetimecreate.com,Content,General Knowledge,,Site Age,1,Asking price,700
859,859,Amazon Affiliate Blog with 34 Articles (25K Words),Content,Internet,Affiliate Sales,Site Age,1,Asking Price,200
860,860,tiktakhouses.com,Content,Education,,Site Age,3,Asking price,3000
861,861,stadiasentry.com,Content,Hobbies and Games,,Site Age,3,Asking price,50
862,862,spanishpartners.com,Content,Education,,Site Age,4,Asking price,19999
863,863,Your Bra Size Calculator,Content,Lifestyle,Affiliate Sales,Site Age,1,Starting Price,100
864,864,pilotinchina.com,Content,Education,,Site Age,4,Asking price,1000
865,865,wealthcoachnearme.com,Content,Business,,Site Age,2,Asking price,5000
866,866,InJacket.com,Content,Lifestyle,Affiliate Sales,Site Age,1,Starting Price,300
867,867,thepakistan.xyz,Content,Education,,Site Age,2,Asking price,1000
868,868,nerly-wise.com,Content,Business,,Site Age,2,Asking price,8000
869,869,appleshub.com,Content,Electronics,,Site Age,3,Asking price,350
870,870,empowerproductivity.com,Content,General Knowledge,,Site Age,1,Asking price,4000
871,871,bestfitnesssecrets.com,Content,Health and Beauty,Ads,Site Age,1,Asking price,289
872,872,mordenwoman.com,Content,Lifestyle,,Site Age,2,Asking price,200
873,873,healthymencooking.com,Content,Food and Drink,,Site Age,3,Asking price,1500
874,874,escapetovancouver.com,Content,Travel,,Site Age,2,Asking price,200
875,875,crispyopinion.com,Content,Education,,Site Age,2,Asking price,7800
876,876,thedoomsdaily.com,Content,General Knowledge,,Site Age,2,Asking price,1000
877,877,gamedaynation.com,Content,Sports and Outdoor,,Site Age,3,Asking price,7999
878,878,winerywiz.com,Content,Food and Drink,,Site Age,6,Asking price,10000
879,879,hindimebest.in,Content,Education,Ads,Site Age,2,Asking price,650
880,880,hackamongus.com,Content,Hobbies and Games,,Site Age,2,Asking price,25000
881,881,healthi5.com,Content,Health and Beauty,,Site Age,2,Asking price,8000
882,882,iphone 14 specifications,Content,Electronics,Ads,Site Age,1,Asking price,1
883,883,covid19virusnews.us,Content,Internet,,Site Age,2,Asking price,6500
884,884,dogheel.com,Content,Home and Garden,,Site Age,2,Asking price,500
885,885,Lover Doggy,Content,Home and Garden,Affiliate Sales,Site Age,1,Asking price,1
886,886,georgiasenate.com,Content,General Knowledge,,Site Age,2,Asking price,15000
887,887,poisetour,Content,Internet,Affiliate Sales,Site Age,1,Asking price,4099
888,888,bestcordlessvacuumcleaners.com,Content,Home and Garden,,Site Age,2,Asking price,5000
889,889,tampainsuranceguide.com,Content,Internet,,Site Age,4, USD $-29 p/mo,750
890,890,globaldigihealth.com,Content,Health and Beauty,,Site Age,2,Asking price,1000
891,891,mygadgetshype,Content,Electronics,Ads,Site Age,1,Asking Price,500
892,892,scrolick.com,Blog,Education,,Site Age,3,Asking price,28000
893,893,14inc.ltd,Blog,Internet,,Site Age,3,Asking price,10000
894,894,"Super turnkey business opportunity - Super deal - Network of blogs, coupon sites, games, travel, recipes - 10 automatic sites",Content,Internet,Affiliate Sales,Site Age,1,Asking price,1999
895,895,PNW News,Content,General Knowledge,Ads,Site Age,1, USD $-50 p/mo,250
896,896,Architecture & Hygiene,Content,Home and Garden,Affiliate Sales,Site Age,1,Starting Price,4000
897,897,liveunitedsports.com,Content,Sports and Outdoor,,Site Age,2,Asking price,7700
898,898,covid411.com,Blog,General Knowledge,,Site Age,3,Asking price,250
